CID,BDATE,GEN
NASAW00017244,1957-10-08,Female
NASAW00017245,1984-12-09,Male
NASAW00017246,2006-08-12,Male
NASAW00017247,2001-11-12,female
NASAW00017248,2000-09-17,Male
NASAW00017249,1973-04-10,Female
NASAW00017250,1952-06-17,Male
NASAW00017251,1952-06-02,Male
NASAW00017252,1984-04-09,Female
NASAW00017253,1950-05-05,
NASAW00017254,1982-06-22,Male
NASAW00017255,1952-01-31,Female
NASAW00017256,1964-04-02,Male
NASAW00017257,1976-02-19,Female
NASAW00017258,1984-06-27,Female
NASAW00017259,1947-11-15,Male
NASAW00017260,1989-03-03,Female
NASAW00017261,1962-02-28,Female
NASAW00017262,1998-05-18,Female
NASAW00017263,1997-12-03,Male
NASAW00017264,1965-09-09,Male
NASAW00017265,1949-04-27,F
NASAW00017266,1970-10-29,Male
NASAW00017267,1972-04-12,Male
NASAW00017268,1963-03-28,Male
NASAW00017269,1945-04-09,Male
NASAW00017270,1947-10-27,Female
NASAW00017271,1949-02-03,Female
NASAW00017272,1950-10-12,Female
NASAW00017273,2001-03-28,Male
NASAW00017274,1964-11-11,Female
NASAW00017275,2000-03-17,Male
NASAW00017276,1993-12-08,Male
NASAW00017277,1978-07-15,Female
NASAW00017278,1958-02-22,Female
NASAW00017279,1951-05-05,F
NASAW00017280,1988-09-06,Male
NASAW00017281,2002-10-15,male
NASAW00017282,1983-06-11,Male
NASAW00017283,1951-08-12,Female
NASAW00017284,1987-11-03,Male
NASAW00017285,1987-12-22,Male
NASAW00017286,1964-07-17,Female
NASAW00017287,1972-07-09,Female
NASAW00017288,1965-03-10,F
NASAW00017289,1989-01-11,Male
NASAW00017290,1974-12-25,Male
NASAW00017291,1959-06-02,Male
NASAW00017292,1951-07-17,Female
NASAW00017293,1973-02-02,Female
NASAW00017294,1961-06-23,Female
NASAW00017295,1993-03-14,Male
NASAW00017296,2001-04-26,Male
NASAW00017297,1964-08-19,Female
NASAW00017298,1974-09-13,Male
NASAW00017299,1946-05-15,Male
NASAW00017300,1996-04-03,F
NASAW00017301,2005-09-19,Male
NASAW00017302,1945-07-04,Female
NASAW00017303,1990-10-17,Male
NASAW00017304,1958-08-04,Male
NASAW00017305,1952-12-06,Female
NASAW00017306,1964-09-25,Male
NASAW00017307,1970-04-07,Female
NASAW00017308,1985-12-16,Female
NASAW00017309,1974-01-02,Male
NASAW00017310,1952-11-14,Female
NASAW00017311,1972-12-18,Male
NASAW00017312,1965-09-20,Male
NASAW00017313,1982-08-07,Male
NASAW00017314,1945-10-05,Male
NASAW00017315,1986-01-19,Male
NASAW00017316,1951-12-23,Female
NASAW00017317,1947-03-20,Male
NASAW00017318,1945-02-05,Male
NASAW00017319,1953-02-24,Male
NASAW00017320,1965-03-31,Male
NASAW00017321,1961-03-26,Male
NASAW00017322,1953-11-18,Male
NASAW00017323,1951-01-22,Male
NASAW00017324,1991-11-09,Female
NASAW00017325,1945-05-21,Male
NASAW00017326,1983-11-30,Male
NASAW00017327,1990-02-20,Female
NASAW00017328,1974-10-25,Male
NASAW00017329,1997-10-20,Female
NASAW00017330,2006-12-05,Male
NASAW00017331,2006-12-20,Male
NASAW00017332,1949-07-08,Female
NASAW00017333,1966-03-16,Male
NASAW00017334,1951-01-10,Female
NASAW00017335,1999-08-10,Female
NASAW00017336,1960-06-19,Female
NASAW00017337,1974-10-05,Female
NASAW00017338,1949-10-17,Male
NASAW00017339,1960-02-01,Female
NASAW00017340,1959-08-01,Female
NASAW00017341,1994-06-14,Female
NASAW00017342,1993-02-23,Male
NASAW00017343,1957-02-19,Male
NASAW00017344,1950-04-23,Female
NASAW00017345,1970-01-03,Female
NASAW00017346,2003-10-01,Male
NASAW00017347,1992-02-03,Male
NASAW00017348,1982-10-24,Female
NASAW00017349,1996-10-16,Male
NASAW00017350,1945-12-01,Male
NASAW00017351,1956-06-12,Female
NASAW00017352,1949-07-20,Male
NASAW00017353,1964-08-25,Male
NASAW00017354,1984-05-18,Male
NASAW00017355,1954-04-06,Male
NASAW00017356,1948-09-19,Male
NASAW00017357,1990-02-27,Female
NASAW00017358,1949-03-22,Female
NASAW00017359,1962-09-05,
NASAW00017360,1950-02-26,Male
NASAW00017361,1984-06-21,Female
NASAW00017362,1980-09-11,Male
NASAW00017363,1999-10-29,Male
NASAW00017364,1951-05-17,Male
NASAW00017365,1998-09-02,Male
NASAW00017366,1987-02-20,Male
NASAW00017367,1959-04-12,Male
NASAW00017368,1955-09-16,Male
NASAW00017369,1968-08-27,Female
NASAW00017370,1951-01-01,Female
NASAW00017371,1959-07-22,Male
NASAW00017372,1963-03-20,Female
NASAW00017373,1988-09-05,Male
NASAW00017374,1977-12-01,Female
NASAW00017375,1982-06-22,Female
NASAW00017376,1986-04-25,Male
NASAW00017377,1979-05-18,Female
NASAW00017378,1958-09-22,Female
NASAW00017379,1977-06-25,Female
NASAW00017380,1997-02-22,Female
NASAW00017381,1971-12-17,Female
NASAW00017382,1983-09-17,Male
NASAW00017383,2006-06-11,Male
NASAW00017384,1965-02-28,Female
NASAW00017385,1945-10-07,Female
NASAW00017386,1960-01-04,Male
NASAW00017387,1960-02-27,Female
NASAW00017388,1955-07-17,Male
NASAW00017389,1967-12-11,Female
NASAW00017390,2004-09-13,Female
NASAW00017391,2003-09-22,Female
NASAW00017392,1968-11-30,Male
NASAW00017393,2005-12-07,Male
NASAW00017394,1992-11-21,Male
NASAW00017395,2000-11-15,Male
NASAW00017396,2002-05-16,Female
NASAW00017397,1952-08-05,Female
NASAW00017398,1968-08-27,Female
NASAW00017399,1966-06-25,Female
NASAW00017400,1986-05-09,Male
NASAW00017401,1977-10-21,Female
NASAW00017402,1992-09-11,Male
NASAW00017403,1968-05-23,Male
NASAW00017404,2006-11-11,Male
NASAW00017405,1977-10-27,Female
NASAW00017406,1981-05-24,female
NASAW00017407,1968-12-17,Female
NASAW00017408,1980-01-10,Female
NASAW00017409,1989-10-20,Female
NASAW00017410,1981-01-04,Female
NASAW00017411,2002-01-13,Male
NASAW00017412,1977-05-05,Female
NASAW00017413,1978-04-05,Female
NASAW00017414,1980-04-05,Female
NASAW00017415,1950-09-15,Female
NASAW00017416,1956-05-07,Female
NASAW00017417,1970-08-14,Male
NASAW00017418,1996-05-18,Female
NASAW00017419,1990-07-31,Female
NASAW00017420,1961-08-19,Male
NASAW00017421,1973-12-27,Female
NASAW00017422,1996-08-26,Female
NASAW00017423,1985-01-27,Male
NASAW00017424,1946-03-20,Female
NASAW00017425,1957-04-07,Male
NASAW00017426,1968-11-02,Male
NASAW00017427,1970-08-26,Female
NASAW00017428,2003-05-17,Male
NASAW00017429,1967-03-27,Male
NASAW00017430,1982-04-10,Female
NASAW00017431,1973-06-01,Male
NASAW00017432,1950-01-04,Female
NASAW00017433,1964-09-27,Female
NASAW00017434,1965-04-11,Male
NASAW00017435,1947-09-10,Male
NASAW00017436,1989-06-21,Female
NASAW00017437,1959-12-26,Male
NASAW00017438,1952-02-15,Female
NASAW00017439,1953-04-16,Female
NASAW00017440,1973-07-24,Female
NASAW00017441,2004-01-11,Male
NASAW00017442,1983-11-04,Female
NASAW00017443,1968-04-21,Female
NASAW00017444,1949-05-12,Male
NASAW00017445,2002-09-02,Male
NASAW00017446,1992-06-18,Female
NASAW00017447,1958-03-30,Female
NASAW00017448,1986-07-10,Female
NASAW00017449,1980-11-30,Female
NASAW00017450,1961-11-23,Male
NASAW00017451,1955-01-01,Male
NASAW00017452,2002-12-06,Female
NASAW00017453,1958-09-07,Male
NASAW00017454,1947-03-17,Female
NASAW00017455,1974-03-15,Male
NASAW00017456,1948-04-06,Female
NASAW00017457,1988-05-29,Male
NASAW00017458,1956-06-27,Male
NASAW00017459,1973-09-09,Male
NASAW00017460,1955-10-05,Female
NASAW00017461,1965-05-04,Male
NASAW00017462,1964-07-10,Male
NASAW00017463,1989-05-09,Male
NASAW00017464,1962-10-22,Female
NASAW00017465,2000-11-03,Male
NASAW00017466,1991-06-26,Male
NASAW00017467,1947-05-28,Male
NASAW00017468,1996-08-22,Female
NASAW00017469,1967-01-31,Female
NASAW00017470,2000-03-17,Male
NASAW00017471,1966-01-19,Male
NASAW00017472,2002-05-31,Female
NASAW00017473,1965-05-09,Male
NASAW00017474,1991-11-07,Male
NASAW00017475,1945-02-16,Female
NASAW00017476,1964-12-03,Male
NASAW00017477,1956-08-04,Female
NASAW00017478,1952-10-25,Male
NASAW00017479,1987-02-15,Male
NASAW00017480,1994-06-15,Male
NASAW00017481,1990-11-20,Female
NASAW00017482,1955-11-03,Male
NASAW00017483,1962-12-08,Male
NASAW00017484,1946-04-09,Male
NASAW00017485,1980-07-26,Male
NASAW00017486,1995-02-01,Male
NASAW00017487,1953-01-16,Female
NASAW00017488,2004-10-08,Female
NASAW00017489,1968-07-08,Female
NASAW00017490,1981-02-11,Female
NASAW00017491,1984-09-16,Male
NASAW00017492,1958-01-09,Male
NASAW00017493,2006-12-24,Male
NASAW00017494,1959-06-25,Male
NASAW00017495,2001-12-12,Female
NASAW00017496,1967-10-08,Female
NASAW00017497,1995-04-06,Male
NASAW00017498,2004-08-29,Male
NASAW00017499,1961-01-10,Female
NASAW00017500,1981-05-03,Male
NASAW00017501,2000-06-09,Female
NASAW00017502,1963-12-09,Male
NASAW00017503,1979-12-15,Female
NASAW00017504,1966-12-13,Male
NASAW00017505,1992-09-09,Female
NASAW00017506,2006-05-03,Female
NASAW00017507,1954-05-19,Male
NASAW00017508,1988-07-25,Male
NASAW00017509,1995-02-21,Male
NASAW00017510,2003-08-09,Male
NASAW00017511,1946-03-21,Male
NASAW00017512,1964-09-18,Male
NASAW00017513,1981-01-01,Female
NASAW00017514,2004-07-26,Female
NASAW00017515,2003-12-06,Male
NASAW00017516,1973-02-26,Female
NASAW00017517,1949-01-15,Female
NASAW00017518,1996-01-08,Male
NASAW00017519,2001-03-07,Female
NASAW00017520,1952-10-04,Female
NASAW00017521,1951-06-18,Female
NASAW00017522,1974-08-08,Male
NASAW00017523,1996-02-06,Male
NASAW00017524,1996-09-11,Male
NASAW00017525,1998-01-06,Female
NASAW00017526,1977-02-04,Male
NASAW00017527,1987-10-23,Male
NASAW00017528,1946-08-19,Female
NASAW00017529,1959-03-16,Male
NASAW00017530,2000-11-14,Female
NASAW00017531,1953-08-15,Male
NASAW00017532,1958-06-06,Male
NASAW00017533,1996-04-12,Female
NASAW00017534,2000-08-26,Female
NASAW00017535,1981-06-04,male
NASAW00017536,1987-07-30,Male
NASAW00017537,1983-04-03,Female
NASAW00017538,1965-10-03,Male
NASAW00017539,1956-10-30,Female
NASAW00017540,2005-07-21,Female
NASAW00017541,1975-06-05,Female
NASAW00017542,2003-03-16,Female
NASAW00017543,1966-04-14,Male
NASAW00017544,2001-08-10,Female
NASAW00017545,1963-03-20,Male
NASAW00017546,2001-07-08,Female
NASAW00017547,1972-09-13,Female
NASAW00017548,1961-04-20,Male
NASAW00017549,1949-02-05,Male
NASAW00017550,1976-07-30,Female
NASAW00017551,1988-08-17,Female
NASAW00017552,1970-05-16,Female
NASAW00017553,1970-06-28,Male
NASAW00017554,1945-02-09,Female
NASAW00017555,1980-06-30,Female
NASAW00017556,1989-07-15,Female
NASAW00017557,1998-03-18,Female
NASAW00017558,1952-12-27,Male
NASAW00017559,1979-08-08,Female
NASAW00017560,2006-12-17,Female
NASAW00017561,1974-08-30,F
NASAW00017562,1966-12-01,Male
NASAW00017563,1987-03-11,Female
NASAW00017564,1969-06-09,Male
NASAW00017565,1986-08-31,Male
NASAW00017566,2001-12-20,Female
NASAW00017567,1957-04-28,Female
NASAW00017568,1964-12-25,Male
NASAW00017569,1978-04-13,Male
NASAW00017570,1961-01-30,Male
NASAW00017571,1959-06-29,Female
NASAW00017572,1982-02-06,Female
NASAW00017573,1971-11-21,Male
NASAW00017574,1973-03-04,Female
NASAW00017575,1999-11-18,Female
NASAW00017576,1982-02-20,Male
NASAW00017577,1971-10-14,Female
NASAW00017578,1971-03-19,Female
NASAW00017579,1968-02-04,Female
NASAW00017580,1999-11-27,Male
NASAW00017581,1999-07-02,Female
NASAW00017582,1969-09-29,Female
NASAW00017583,1965-04-25,Female
NASAW00017584,1981-10-11,Male
NASAW00017585,1958-02-09,Female
NASAW00017586,1989-11-26,Female
NASAW00017587,1964-08-09,Female
NASAW00017588,1953-12-13,Male
NASAW00017589,1945-09-19,Female
NASAW00017590,1956-07-31,Male
NASAW00017591,1955-05-02,Male
NASAW00017592,1987-12-20,Female
NASAW00017593,1962-04-16,Female
NASAW00017594,1978-03-30,Male
NASAW00017595,1956-04-10,Male
NASAW00017596,1948-11-07,Female
NASAW00017597,1972-04-23,Male
NASAW00017598,1958-04-25,Male
NASAW00017599,1995-10-31,Male
NASAW00017600,1957-09-09,Female
NASAW00017601,1954-07-27,Male
NASAW00017602,1963-04-22,Female
NASAW00017603,1974-11-27,Female
NASAW00017604,1992-06-09,Female
NASAW00017605,1962-01-28,Female
NASAW00017606,2001-05-05,Female
NASAW00017607,1945-03-17,Female
NASAW00017608,1952-01-29,Male
NASAW00017609,1951-03-04,Female
NASAW00017610,1994-07-28,Female
NASAW00017611,1974-05-12,Male
NASAW00017612,1952-08-05,Female
NASAW00017613,1949-04-24,Female
NASAW00017614,1961-06-21,Female
NASAW00017615,1959-02-20,Male
NASAW00017616,1948-01-03,Male
NASAW00017617,1972-10-24,Male
NASAW00017618,1968-10-14,Male
NASAW00017619,1946-09-06,Female
NASAW00017620,1996-12-26,Female
NASAW00017621,1993-06-21,Male
NASAW00017622,1994-07-16,Female
NASAW00017623,1957-08-21,Female
NASAW00017624,1979-03-22,Male
NASAW00017625,1958-09-23,Male
NASAW00017626,2003-01-05,Female
NASAW00017627,1984-04-23,Male
NASAW00017628,1986-10-16,Male
NASAW00017629,1972-02-08,Female
NASAW00017630,1950-03-31,Female
NASAW00017631,1949-03-18,Female
NASAW00017632,1982-11-15,Male
NASAW00017633,1985-03-26,Male
NASAW00017634,1962-11-07,Male
NASAW00017635,2000-12-12,Male
NASAW00017636,1957-03-25,M
NASAW00017637,1980-12-31,Male
NASAW00017638,1964-05-03,Male
NASAW00017639,1965-08-11,Female
NASAW00017640,1967-10-04,Female
NASAW00017641,1951-01-29,Male
NASAW00017642,2005-02-20,Female
NASAW00017643,1977-10-06,Male
NASAW00017644,1984-04-03,Male
NASAW00017645,1987-12-02,Female
NASAW00017646,1973-04-12,Male
NASAW00017647,1960-07-28,Female
NASAW00017648,1963-11-24,Male
NASAW00017649,1965-09-16,Female
NASAW00017650,1988-09-30,Male
NASAW00017651,1964-06-13,Male
NASAW00017652,1949-03-10,Female
NASAW00017653,1986-02-17,Male
NASAW00017654,1953-02-25,Male
NASAW00017655,1959-08-30,Male
NASAW00017656,1971-04-05,Female
NASAW00017657,1950-04-01,Female
NASAW00017658,1968-03-26,Female
NASAW00017659,1954-02-11,Female
NASAW00017660,2002-08-13,Female
NASAW00017661,1973-10-23,Female
NASAW00017662,1954-07-02,Male
NASAW00017663,1968-08-29,Female
NASAW00017664,2002-05-27,Female
NASAW00017665,1958-10-29,Female
NASAW00017666,2001-06-04,Male
NASAW00017667,1961-02-20,Male
NASAW00017668,1997-06-24,Female
NASAW00017669,1979-07-26,Female
NASAW00017670,1967-11-08,Male
NASAW00017671,1967-03-13,Male
NASAW00017672,1985-06-30,Male
NASAW00017673,1961-09-18,Male
NASAW00017674,1952-09-17,Male
NASAW00017675,1992-08-19,Male
NASAW00017676,1966-02-23,Female
NASAW00017677,2000-02-07,Male
NASAW00017678,1985-10-08,Female
NASAW00017679,1971-02-20,Male
NASAW00017680,1998-09-03,Male
NASAW00017681,1997-09-24,Female
NASAW00017682,1976-11-05,Female
NASAW00017683,1954-10-25,Male
NASAW00017684,1960-09-29,Female
NASAW00017685,1979-10-17,Male
NASAW00017686,1964-10-07,Male
NASAW00017687,1959-09-04,
NASAW00017688,1970-12-14,Male
NASAW00017689,1978-09-15,Female
NASAW00017690,2006-06-19,Female
NASAW00017691,1962-04-05,Male
NASAW00017692,1993-05-29,Male
NASAW00017693,1971-01-04,Female
NASAW00017694,1946-08-30,Female
NASAW00017695,1990-08-17,Female
NASAW00017696,1946-01-20,Male
NASAW00017697,1959-11-30,M
NASAW00017698,2000-01-27,Female
NASAW00017699,1951-05-28,Female
NASAW00017700,1961-12-31,Female
NASAW00017701,1989-07-29,Male
NASAW00017702,1980-08-22,Male
NASAW00017703,1959-05-09,Female
NASAW00017704,1982-02-25,Male
NASAW00017705,1985-08-01,Female
NASAW00017706,1973-08-11,Male
NASAW00017707,1977-03-07,Male
NASAW00017708,1982-07-14,Female
NASAW00017709,1976-05-03,Male
NASAW00017710,1999-03-30,Female
NASAW00017711,1996-05-19,Male
NASAW00017712,1958-07-16,Male
NASAW00017713,1951-05-27,Female
NASAW00017714,1964-08-04,Female
NASAW00017715,1973-05-02,Female
NASAW00017716,1965-11-13,Female
NASAW00017717,2004-12-18,Male
NASAW00017718,2002-12-08,Female
NASAW00017719,2004-07-30,Male
NASAW00017720,1948-11-01,Male
NASAW00017721,1975-01-28,Male
NASAW00017722,2002-12-26,Female
NASAW00017723,1953-09-17,Male
NASAW00017724,1965-01-04,Male
NASAW00017725,1948-11-29,Male
NASAW00017726,1959-02-02,Male
NASAW00017727,1960-11-10,Male
NASAW00017728,1960-07-06,Female
NASAW00017729,1971-07-25,Male
NASAW00017730,1978-06-02,Female
NASAW00017731,1993-10-03,Female
NASAW00017732,1981-01-07,Male
NASAW00017733,1954-05-01,Male
NASAW00017734,1992-08-16,Male
NASAW00017735,1979-12-10,Female
NASAW00017736,1956-12-25,Male
NASAW00017737,1948-10-27,Male
NASAW00017738,1996-02-21,Female
NASAW00017739,1984-09-04,Female
NASAW00017740,1966-12-10,Female
NASAW00017741,1979-10-14,Female
NASAW00017742,1980-10-28,Male
NASAW00017743,1998-06-14,Male
NASAW00017744,1964-07-13,Male
NASAW00017745,1955-01-12,Female
NASAW00017746,1957-12-29,Male
NASAW00017747,1961-06-03,female
NASAW00017748,1950-09-27,Male
NASAW00017749,1999-11-19,Male
NASAW00017750,1955-02-13,Female
NASAW00017751,1990-11-08,Male
NASAW00017752,1953-01-29,Female
NASAW00017753,1958-10-07,Female
NASAW00017754,1997-10-06,Female
NASAW00017755,1996-08-14,Male
NASAW00017756,2003-06-20,Male
NASAW00017757,1954-12-13,Male
NASAW00017758,1950-02-12,Female
NASAW00017759,1982-11-19,Male
NASAW00017760,1945-03-11,Female
NASAW00017761,1962-08-25,Female
NASAW00017762,1962-05-09,Male
NASAW00017763,1953-08-24,female
NASAW00017764,1949-03-01,Male
NASAW00017765,1969-03-28,Male
NASAW00017766,1994-04-30,Female
NASAW00017767,1994-08-17,Female
NASAW00017768,2000-04-05,Male
NASAW00017769,1950-05-09,Female
NASAW00017770,1959-09-19,Female
NASAW00017771,1966-11-24,Male
NASAW00017772,1994-11-12,Male
NASAW00017773,1990-01-01,Female
NASAW00017774,2005-05-24,Male
NASAW00017775,1964-03-30,Female
NASAW00017776,1952-06-22,Male
NASAW00017777,2001-08-15,Female
NASAW00017778,1960-11-19,Male
NASAW00017779,1967-03-27,Female
NASAW00017780,1954-10-01,Male
NASAW00017781,1962-01-13,Male
NASAW00017782,1963-01-17,Male
NASAW00017783,1953-11-23,Male
NASAW00017784,1976-05-04,Female
NASAW00017785,1998-11-02,Male
NASAW00017786,1992-05-27,Male
NASAW00017787,1981-06-06,Female
NASAW00017788,1989-03-25,Male
NASAW00017789,1982-11-27,Female
NASAW00017790,1997-03-20,Male
NASAW00017791,2003-09-10,Male
NASAW00017792,1951-09-26,Female
NASAW00017793,1999-06-07,Female
NASAW00017794,1955-06-24,Male
NASAW00017795,1976-08-11,Female
NASAW00017796,1996-12-29,Male
NASAW00017797,1993-07-16,Female
NASAW00017798,2004-04-12,Male
NASAW00017799,1958-07-09,Female
NASAW00017800,1978-01-27,Female
NASAW00017801,1992-11-23,Male
NASAW00017802,1999-11-16,Male
NASAW00017803,1957-05-31,Male
NASAW00017804,1972-08-21,Male
NASAW00017805,1975-10-24,Female
NASAW00017806,2005-03-19,Male
NASAW00017807,1984-11-12,Male
NASAW00017808,1996-12-22,Male
NASAW00017809,1984-12-05,Female
NASAW00017810,1957-10-21,Female
NASAW00017811,1982-12-15,Female
NASAW00017812,1950-08-25,Female
NASAW00017813,1988-06-17,Male
NASAW00017814,1994-08-20,Female
NASAW00017815,1972-07-17,Female
NASAW00017816,1967-11-14,Female
NASAW00017817,1981-05-23,Male
NASAW00017818,1999-07-28,Female
NASAW00017819,1955-02-05,Male
NASAW00017820,1970-12-05,Female
NASAW00017821,1963-07-04,Male
NASAW00017822,1979-03-02,Male
NASAW00017823,1968-10-17,Male
NASAW00017824,1999-04-10,Female
NASAW00017825,1945-11-21,Male
NASAW00017826,1955-08-12,Male
NASAW00017827,1959-09-19,Female
NASAW00017828,1948-07-04,Female
NASAW00017829,1994-08-08,Male
NASAW00017830,1946-08-16,Male
NASAW00017831,1969-04-10,Female
NASAW00017832,1977-03-03,Male
NASAW00017833,1945-01-18,Male
NASAW00017834,2004-09-22,Female
NASAW00017835,,Male
NASAW00017836,2000-07-09,Female
NASAW00017837,1968-07-01,Male
NASAW00017838,1994-08-23,Male
NASAW00017839,1946-04-23,Female
NASAW00017840,1978-03-31,Male
NASAW00017841,1945-01-21,Female
NASAW00017842,1980-01-09,Female
NASAW00017843,1954-02-19,Female
NASAW00017844,2002-11-14,Female
NASAW00017845,1979-10-04,Female
NASAW00017846,1995-09-20,Female
NASAW00017847,1993-07-27,Female
NASAW00017848,1983-10-04,Male
NASAW00017849,1990-02-04,Male
NASAW00017850,2003-08-23,Female
NASAW00017851,1959-07-15,Male
NASAW00017852,1947-10-21,Male
NASAW00017853,1983-05-17,Male
NASAW00017854,1949-04-09,Female
NASAW00017855,1972-03-09,Female
NASAW00017856,1956-10-19,Male
NASAW00017857,1980-04-17,Female
NASAW00017858,1982-11-09,Female
NASAW00017859,1978-07-29,Male
NASAW00017860,1978-11-24,Male
NASAW00017861,1955-06-26,Female
NASAW00017862,1999-11-04,Female
NASAW00017863,1957-04-14,Female
NASAW00017864,1960-12-29,Male
NASAW00017865,1956-03-16,Female
NASAW00017866,1966-03-02,Female
NASAW00017867,1984-06-09,Female
NASAW00017868,1989-10-05,Female
NASAW00017869,1972-03-27,Female
NASAW00017870,1978-05-29,Female
NASAW00017871,1974-04-09,Male
NASAW00017872,1992-12-10,Male
NASAW00017873,1988-11-17,Male
NASAW00017874,1970-10-16,Female
NASAW00017875,1964-07-28,Male
NASAW00017876,1945-04-19,Female
NASAW00017877,1956-06-17,Male
NASAW00017878,1951-02-06,Female
NASAW00017879,1966-04-01,Male
NASAW00017880,2001-10-26,Female
NASAW00017881,1959-02-03,Female
NASAW00017882,1993-02-03,Male
NASAW00017883,2000-05-25,Female
NASAW00017884,2005-07-26,Female
NASAW00017885,1960-05-04,Female
NASAW00017886,1960-04-12,Female
NASAW00017887,1957-07-22,Female
NASAW00017888,1954-02-05,Female
NASAW00017889,1988-11-22,Male
NASAW00017890,1985-04-01,Female
NASAW00017891,1949-09-08,Male
NASAW00017892,1977-08-04,Male
NASAW00017893,1968-03-05,Female
NASAW00017894,1969-02-26,Female
NASAW00017895,2002-04-18,Male
NASAW00017896,1971-09-12,Female
NASAW00017897,1955-01-23,Female
NASAW00017898,1955-09-08,Female
NASAW00017899,1996-03-27,Female
NASAW00017900,1970-12-18,Male
NASAW00017901,1948-04-15,Female
NASAW00017902,1990-10-21,Male
NASAW00017903,1962-07-08,Male
NASAW00017904,1982-10-18,Male
NASAW00017905,2006-10-04,Male
NASAW00017906,1983-04-27,Female
NASAW00017907,1990-05-26,Male
NASAW00017908,1994-12-15,Male
NASAW00017909,1988-01-21,Male
NASAW00017910,1945-11-12,Female
NASAW00017911,1961-07-03,Male
NASAW00017912,1973-02-14,Female
NASAW00017913,1972-06-06,Male
NASAW00017914,1974-05-18,Female
NASAW00017915,1990-12-03,Male
NASAW00017916,1976-12-17,Female
NASAW00017917,1961-11-13,Female
NASAW00017918,1989-07-20,Female
NASAW00017919,1984-09-19,Male
NASAW00017920,1998-02-26,Male
NASAW00017921,1972-11-05,Female
