order_number,product_number,customer_id,order_date,ship_date,due_date,sales_amount,quantity,price
GO55335,HB-FO-BODY-12PK,25279,2023-09-14,2023-09-21,2023-09-24,71.31,1,71.31
GO55336,BK-FO-BURG-1KG,28138,2022-01-05,2022-01-09,2022-01-12,69.12,6,11.52
GO55337,BV-GR-GREE-FAMILY,18855,2024-11-17,2024-11-24,2024-11-29,4.95,5,0.99
GO55338,PN-CH-OLIV-FAMILY,27983,2021-02-20,2021-02-23,2021-03-06,8.28,4,2.07
GO55339,PN-GR-TOMA-FAMILY,23001,2020-05-03,2020-05-09,2020-05-16,25.52,1,25.52
GO55340,HB-DR-HAND-12PK,13641,2023-09-11,2023-09-17,2023-09-18,85.55,5,17.11
GO55341,DA-CL-CREA-12PK,13535,2020-06-09,2020-06-13,2020-06-16,62.9,10,6.29
GO55342,SN-DR-MIXE-EA,20500,2020-11-28,2020-12-05,2020-12-04,258.04,2,129.02
GO55343,MT-CL-PORK-1KG,17472,2022-11-30,2022-12-04,2022-12-14,181.2,2,90.6
GO55344,PR-PC-ORAN-XL,23138,2024-12-23,2024-12-30,2024-12-28,288.69,3,96.23
GO55345,HH-PC-PAPE-2L,19234,2026-05-16,2026-05-22,2026-05-23,1292.52,12,107.71
GO55346,BK-CH-BAGE-250G,14439,2024-07-28,2024-07-30,2024-08-02,7.07,1,7.07
GO55347,HB-FO-TOOT-EA,18999,2022-02-05,2022-02-11,2022-02-12,158.84,2,79.42
GO55348,FR-CH-FISH-2L,26340,2025-08-11,2025-08-12,2025-08-18,61.91,1,61.91
GO55349,PR-PC-POTA-1L,22078,2020-03-07,2020-03-10,2020-03-15,133.68,6,22.28
GO55350,FR-FO-ICEC-1KG,29291,2021-04-25,2021-04-28,2021-05-02,224.56,2,112.28
GO55351,HB-DR-HAND-12PK,12548,2023-09-22,2023-09-24,2023-09-30,71.01,3,23.67
GO55352,DA-PC-CREA-6PK,20329,2026-03-01,2026-03-02,2026-03-11,25.05,1,25.05
GO55353,PR-CH-ORAN-1L,26459,2025-01-24,2025-01-25,2025-01-31,51.0,12,4.25
GO55354,HH-GR-DISH-12PK,13628,2022-01-30,2022-02-02,2022-02-06,55.98,3,18.66
GO55355,BV-CH-SPAR-2L,23174,2020-09-08,2020-09-14,2020-09-19,245.22,3,81.74
GO55356,SN-GR-COOK-2L,23300,2022-03-23,2022-03-29,2022-03-28,45.49,1,45.49
GO55357,HB-PC-BODY-EA,16823,2024-08-20,2024-08-22,2024-08-29,1278.24,12,106.52
GO55358,DA-GR-CHED-12PK,28428,2024-03-12,2024-03-17,2024-03-26,16.45,5,3.29
GO55359,BV-DR-SPRI-6PK,18157,2024-12-14,2024-12-19,2024-12-20,12.69,1,12.69
GO55360,FR-PC-FROZ-1L,16672,2022-04-10,2022-04-11,2022-04-15,444.6,4,111.15
GO55361,PN-PC-BASM-2L,23017,2025-07-05,2025-07-07,2025-07-11,164.7,2,82.35
GO55362,SN-PC-MIXE-FAMILY,12756,2025-02-25,2025-03-04,2025-03-05,99.68,4,24.92
GO55363,SN-CL-CHOC-6PK,13161,2025-11-26,2025-11-27,2025-12-01,79.88,2,39.94
GO55364,SN-DR-POPC-12PK,17595,2025-07-31,2025-08-07,2025-08-05,95.25,5,19.05
GO55365,HH-PC-BINB-6PK,19715,2020-11-20,2020-11-27,2020-12-02,97.74,2,48.87
GO55366,BV-GR-COLA-12PK,14665,2021-05-09,2021-05-14,2021-05-21,54.84,4,13.71
GO55367,SN-FO-MUES-XL,22746,2025-05-08,2025-05-15,2025-05-16,178.71,3,59.57
GO55368,BK-CH-MUFF-500G,29412,2024-05-01,2024-05-04,2024-05-07,173.4,5,34.68
GO55369,PN-FO-SUGA-2L,17243,2020-05-28,2020-06-03,2020-06-02,110.6,1,110.6
GO55370,BK-FO-BAGE-6PK,28734,2021-01-30,2021-02-02,2021-02-11,59.06,2,29.53
GO55371,PR-GR-ORAN-12PK,18665,2022-07-19,2022-07-22,2022-07-30,527.3,5,105.46
GO55372,HH-DR-SURF-1KG,24798,2024-06-06,2024-06-10,2024-06-12,266.68,4,66.67
GO55373,DA-CL-SOUR-EA,15185,2022-02-02,2022-02-04,2022-02-10,67.18,2,33.59
GO55374,SN-FO-CHOC-XL,20711,2023-01-01,2023-01-02,2023-01-11,255.12,4,63.78
GO55375,BK-PC-BAGE-1L,26488,2026-02-19,2026-02-23,2026-02-25,103.07,1,103.07
GO55376,HH-DR-SURF-1KG,15114,2025-08-12,2025-08-15,2025-08-21,210.69,3,70.23
GO55377,HH-DR-DISH-1L,24146,2024-05-17,2024-05-20,2024-05-28,2.97,3,0.99
GO55378,HB-PC-BODY-EA,22728,2021-12-24,2021-12-31,2022-01-02,106.3,1,106.3
GO55379,HH-GR-PAPE-250G,11534,2023-05-24,2023-05-25,2023-06-03,295.68,4,73.92
GO55380,HH-CH-TOIL-12PK,15755,2024-04-22,2024-04-24,2024-05-04,1303.44,12,108.62
GO55381,PN-DR-BASM-6PK,27806,2020-07-05,2020-07-11,2020-07-11,1013.52,12,84.46
GO55382,FR-GR-FROZ-EA,27874,2023-07-14,2023-07-15,2023-07-27,1.8,1,1.8
GO55383,HB-FO-PAIN-12PK,18686,2021-06-01,2021-06-03,2021-06-15,215.1,2,107.55
GO55384,BV-DR-GREE-250G,25115,2025-09-19,2025-09-21,2025-09-25,105.66,6,17.61
GO55385,HB-GR-TOOT-XL,28604,2021-03-13,2021-03-20,2021-03-19,218.4,2,109.2
GO55386,PR-CL-ORAN-1KG,16451,2023-06-22,2023-06-27,2023-06-29,588.72,6,98.12
GO55387,PR-CH-BROC-250G,22718,2025-12-29,2025-12-30,2026-01-04,116.21,1,116.21
GO55388,SN-CH-MIXE-6PK,24580,2023-09-23,2023-09-28,2023-10-07,27.12,12,2.26
GO55389,PR-CL-ORAN-1KG,27982,2020-09-10,2020-09-11,2020-09-21,100.26,1,100.26
GO55390,PR-PC-ORAN-250G,20806,2020-07-20,2020-07-26,2020-07-25,247.36,4,61.84
GO55391,FR-GR-ICEC-250G,27637,2025-02-26,2025-03-01,2025-03-06,1.66,1,1.66
GO55392,PN-GR-TOMA-FAMILY,13681,2026-04-19,2026-04-22,2026-05-02,25.89,1,25.89
GO55393,DA-GR-BUTT-1KG,12824,2024-04-25,2024-05-01,2024-05-05,210.8,2,105.4
GO55394,PN-DR-BASM-6PK,19736,2023-10-08,2023-10-15,2023-10-19,173.36,2,86.68
GO55395,MT-CL-SALM-500G,17342,2022-09-21,2022-09-23,2022-10-04,90.54,3,30.18
GO55396,HB-GR-HAND-EA,16982,2023-06-28,2023-07-01,2023-07-10,142.2,3,47.4
GO55397,HB-GR-BODY-12PK,21295,2024-05-03,2024-05-06,2024-05-17,100.6,2,50.3
GO55398,BV-CL-SPAR-1L,20727,2022-08-21,2022-08-22,2022-08-29,40.32,2,20.16
GO55399,PN-FO-SUGA-2L,25935,2023-07-25,2023-08-01,2023-08-01,105.23,1,105.23
GO55400,SN-PC-MIXE-FAMILY,29217,2022-02-03,2022-02-07,2022-02-17,80.64,4,20.16
GO55401,BK-FO-WHIT-12PK,24607,2020-09-16,2020-09-20,2020-09-23,23.39,1,23.39
GO55402,HH-PC-LAUN-250G,26094,2024-10-28,2024-10-29,2024-11-02,162.68,4,40.67
GO55403,FR-GR-ICEC-250G,14742,2020-11-26,2020-12-03,2020-12-07,2.9,2,1.45
GO55404,SN-CH-CRAC-1L,11442,2023-01-23,2023-01-27,2023-02-04,47.25,5,9.45
GO55405,BV-PC-SPAR-6PK,25198,2023-03-16,2023-03-17,2023-03-25,138.2,2,69.1
GO55406,FR-DR-FROZ-1L,16777,2022-09-02,2022-09-04,2022-09-16,25.71,3,8.57
GO55407,BV-CL-SPRI-1KG,23814,2023-03-07,2023-03-13,2023-03-13,45.25,5,9.05
GO55408,PR-FO-CARR-6PK,12380,2020-08-08,2020-08-15,2020-08-15,24.95,1,24.95
GO55409,PR-CL-SPIN-250G,24832,2025-03-14,2025-03-20,2025-03-27,4.7,2,2.35
GO55410,SN-GR-POTA-1L,27768,2025-10-08,2025-10-12,2025-10-13,105.57,3,35.19
GO55411,SN-CH-MIXE-6PK,27827,2022-03-19,2022-03-22,2022-04-01,8.76,4,2.19
GO55412,FR-GR-FROZ-250G,20539,2020-09-03,2020-09-10,2020-09-10,17.55,5,3.51
GO55413,BV-FO-ORAN-500G,14904,2022-08-25,2022-09-01,2022-09-03,61.4,2,30.7
GO55414,HH-CL-LAUN-EA,13025,2022-08-12,2022-08-15,2022-08-19,78.37,1,78.37
GO55415,DA-DR-SOUR-2L,24169,2025-12-19,2025-12-20,2025-12-26,501.0,12,41.75
GO55416,PN-DR-SUGA-2L,20675,2023-07-20,2023-07-21,2023-07-25,54.76,4,13.69
GO55417,FR-FO-FROZ-1KG,11781,2020-12-21,2020-12-27,2020-12-30,121.72,4,30.43
GO55418,PR-GR-BROC-6PK,16205,2025-03-16,2025-03-23,2025-03-27,32.52,2,16.26
GO55419,HB-FO-BODY-12PK,13623,2021-10-30,2021-11-04,2021-11-11,140.2,2,70.1
GO55420,HH-CH-TOIL-2L,29270,2024-06-17,2024-06-20,2024-06-26,59.53,1,59.53
GO55421,PR-PC-ORAN-XL,18494,2020-09-02,2020-09-06,2020-09-13,120.7,1,120.7
GO55422,DA-PC-CREA-6PK,17228,2025-12-21,2025-12-25,2025-12-31,18.83,1,18.83
GO55423,FR-CL-FROZ-FAMILY,22682,2026-02-04,2026-02-05,2026-02-13,57.25,1,57.25
GO55424,SN-DR-MUES-2L,23035,2021-07-01,2021-07-02,2021-07-15,79.87,1,79.87
GO55425,PR-CL-TOMA-500G,27047,2024-07-20,2024-07-27,2024-07-27,98.57,1,98.57
GO55426,BV-FO-ORAN-500G,17574,2021-11-11,2021-11-18,2021-11-20,192.54,6,32.09
GO55427,FR-CH-FROZ-500G,20006,2024-05-06,2024-05-09,2024-05-20,41.7,3,13.9
GO55428,PR-DR-SPIN-12PK,22880,2023-01-10,2023-01-17,2023-01-21,31.07,1,31.07
GO55429,HB-GR-TOOT-250G,16437,2025-09-26,2025-09-29,2025-10-10,137.3,2,68.65
GO55430,BK-CL-CROI-2L,23649,2021-01-06,2021-01-11,2021-01-13,12.9,2,6.45
GO55431,FR-PC-FROZ-1L,24755,2021-06-09,2021-06-13,2021-06-21,183.4,2,91.7
GO55432,SN-PC-COOK-FAMILY,16103,2025-08-12,2025-08-16,2025-08-20,36.98,2,18.49
GO55433,BV-CL-ORAN-12PK,19374,2022-10-07,2022-10-12,2022-10-19,70.63,1,70.63
GO55434,HB-CL-PAIN-XL,27199,2024-05-28,2024-06-01,2024-06-03,96.26,2,48.13
GO55435,HH-DR-LAUN-EA,16894,2026-01-10,2026-01-17,2026-01-23,335.52,4,83.88
GO55436,SN-DR-CHOC-EA,14928,2021-10-10,2021-10-15,2021-10-15,130.11,3,43.37
GO55437,FR-DR-FISH-12PK,20305,2021-07-23,2021-07-24,2021-08-04,93.78,6,15.63
GO55438,DA-PC-MOZZ-XL,12796,2023-07-23,2023-07-26,2023-08-05,437.85,5,87.57
GO55439,PR-CL-TOMA-2L,25576,2022-05-14,2022-05-15,2022-05-28,206.76,3,68.92
GO55440,DA-FO-CREA-1KG,18966,2024-12-03,2024-12-07,2024-12-11,4.84,1,4.84
GO55441,HH-CL-DISH-1KG,22448,2024-02-16,2024-02-17,2024-02-23,75.47,1,75.47
GO55442,BK-FO-WHIT-250G,20725,2025-02-01,2025-02-05,2025-02-15,103.04,2,51.52
GO55443,BV-PC-SPAR-6PK,26539,2025-03-14,2025-03-15,2025-03-27,168.66,3,56.22
GO55444,DA-PC-BUTT-XL,12950,2025-12-05,2025-12-06,2025-12-17,378.3,10,37.83
GO55445,SN-DR-MUES-2L,15761,2022-08-04,2022-08-06,2022-08-15,484.1,5,96.82
GO55446,SN-CL-POPC-XL,24188,2020-09-23,2020-09-26,2020-09-29,72.88,2,36.44
GO55447,BV-DR-SPAR-1L,13736,2026-01-29,2026-01-30,2026-02-05,111.29,1,111.29
GO55448,BK-PC-BAGE-XL,28155,2025-02-16,2025-02-21,2025-02-25,155.6,4,38.9
GO55449,BV-DR-SPAR-1L,28491,2023-09-15,2023-09-16,2023-09-22,361.24,4,90.31
GO55450,BV-GR-GREE-FAMILY,18679,2023-08-13,2023-08-17,2023-08-27,5.82,6,0.97
GO55451,HB-DR-HAND-250G,19696,2022-01-24,2022-01-29,2022-02-01,145.83,3,48.61
GO55452,HB-GR-BODY-1L,12031,2021-12-17,2021-12-22,2021-12-24,68.82,1,68.82
GO55453,BV-FO-ORAN-500G,25265,2020-01-28,2020-02-02,2020-02-02,164.3,5,32.86
GO55454,HH-CH-SURF-EA,12944,2023-09-26,2023-09-30,2023-10-01,754.1,10,75.41
GO55455,MT-CH-CHIC-EA,15914,2020-01-25,2020-01-30,2020-02-03,51.18,1,51.18
GO55456,SN-DR-CHOC-EA,15848,2020-11-15,2020-11-21,2020-11-27,95.18,2,47.59
GO55457,BK-FO-WHIT-250G,13334,2026-05-14,2026-05-15,2026-05-19,107.02,2,53.51
GO55458,SN-PC-COOK-1KG,17429,2021-03-13,2021-03-17,2021-03-27,461.8,4,115.45
GO55459,FR-GR-FROZ-EA,14120,2024-05-05,2024-05-11,2024-05-19,1.95,1,1.95
GO55460,BV-DR-SPAR-FAMILY,14196,2024-10-24,2024-10-29,2024-11-04,71.58,3,23.86
GO55461,MT-DR-SAUS-250G,18114,2025-01-30,2025-02-02,2025-02-05,172.6,2,86.3
GO55462,FR-PC-FROZ-2L,18444,2023-12-28,2024-01-04,2024-01-10,33.3,5,6.66
GO55463,PR-GR-APPL-500G,23235,2025-06-06,2025-06-10,2025-06-15,20.56,4,5.14
GO55464,HH-CH-TOIL-12PK,29395,2022-02-13,2022-02-17,2022-02-22,347.46,3,115.82
GO55465,BV-FO-ORAN-500G,19332,2025-09-02,2025-09-09,2025-09-10,177.0,5,35.4
GO55466,SN-CL-POPC-XL,25947,2024-03-03,2024-03-09,2024-03-08,78.58,2,39.29
GO55467,SN-CH-CRAC-1L,24973,2021-11-04,2021-11-10,2021-11-16,37.35,3,12.45
GO55468,HH-CL-SURF-FAMILY,24456,2022-11-08,2022-11-14,2022-11-19,1025.4,12,85.45
GO55469,HB-DR-PAIN-2L,21682,2025-09-16,2025-09-21,2025-09-24,693.3,10,69.33
GO55470,FR-CH-FROZ-500G,27784,2023-01-23,2023-01-26,2023-02-01,11.32,1,11.32
GO55471,MT-DR-CHIC-XL,17493,2026-04-02,2026-04-06,2026-04-08,84.0,1,84.0
GO55472,FR-GR-ICEC-1KG,21588,2023-01-12,2023-01-13,2023-01-25,83.64,2,41.82
GO55473,PN-CL-BASM-1KG,27775,2021-01-13,2021-01-14,2021-01-22,243.03,3,81.01
GO55474,HH-PC-BINB-6PK,21020,2024-10-05,2024-10-11,2024-10-19,114.68,2,57.34
GO55475,SN-CL-POPC-XL,12532,2023-08-30,2023-09-03,2023-09-12,32.66,1,32.66
GO55476,BK-FO-BAGE-1L,16894,2024-01-25,2024-01-26,2024-02-07,45.28,2,22.64
GO55477,HH-FO-BINB-6PK,18804,2024-08-08,2024-08-10,2024-08-20,37.62,2,18.81
GO55478,HB-CL-HAND-FAMILY,26030,2024-12-14,2024-12-20,2024-12-21,28.48,4,7.12
GO55479,HB-CL-PAIN-FAMILY,12061,2021-05-21,2021-05-26,2021-05-26,110.73,3,36.91
GO55480,PN-DR-TUNA-2L,11449,2024-04-18,2024-04-23,2024-04-24,146.96,4,36.74
GO55481,PN-CL-FLOU-6PK,11703,2020-01-15,2020-01-18,2020-01-26,184.35,5,36.87
GO55482,FR-GR-FROZ-1KG,24525,2026-03-16,2026-03-21,2026-03-25,693.1,10,69.31
GO55483,BK-FO-CHOC-1L,23146,2025-11-06,2025-11-07,2025-11-11,407.48,4,101.87
GO55484,BK-CH-CHOC-FAMILY,22354,2022-11-25,2022-11-29,2022-12-04,236.85,3,78.95
GO55485,DA-GR-SOUR-12PK,22866,2022-01-22,2022-01-29,2022-01-29,117.7,2,58.85
GO55486,MT-PC-SAUS-250G,26255,2025-06-24,2025-06-25,2025-07-04,7.98,1,7.98
GO55487,PR-GR-BANA-1KG,27393,2025-01-15,2025-01-21,2025-01-27,241.25,5,48.25
GO55488,PN-GR-SUGA-XL,19573,2025-11-19,2025-11-20,2025-12-01,180.2,4,45.05
GO55489,PN-CL-BASM-1KG,23470,2025-08-17,2025-08-20,2025-08-25,1280.4,12,106.7
GO55490,MT-PC-PORK-2L,25621,2025-11-27,2025-12-03,2025-12-04,356.6,10,35.66
GO55491,BV-CL-SPRI-1KG,11320,2025-02-27,2025-03-02,2025-03-12,140.4,6,23.4
GO55492,BV-GR-SPAR-XL,19478,2025-04-07,2025-04-09,2025-04-21,144.7,2,72.35
GO55493,SN-DR-MIXE-6PK,18525,2020-01-14,2020-01-15,2020-01-21,45.1,2,22.55
GO55494,SN-DR-COOK-1KG,28993,,2026-05-28,2026-06-04,105.84,3,35.28
GO55495,BK-PC-CHOC-250G,26968,2024-10-31,2024-11-04,2024-11-13,34.9,1,34.9
GO55496,FR-DR-FISH-12PK,27090,2025-07-24,2025-07-28,2025-08-05,4.78,1,4.78
GO55497,BV-FO-ORAN-FAMILY,20225,2024-10-23,2024-10-25,2024-10-29,209.88,2,104.94
GO55498,PN-DR-SUGA-2L,26028,2026-01-31,2026-02-01,2026-02-09,34.06,2,17.03
GO55499,FR-GR-FROZ-6PK,27122,2024-01-25,2024-01-26,2024-02-02,205.65,3,68.55
GO55500,HH-CH-PAPE-6PK,25749,2024-07-18,2024-07-20,2024-07-24,34.04,2,17.02
GO55501,HB-CL-PAIN-12PK,11274,2025-03-17,2025-03-24,2025-03-31,76.96,1,76.96
GO55502,PR-CH-POTA-250G,26273,2025-05-23,2025-05-29,2025-06-04,117.32,2,58.66
GO55503,SN-CH-COOK-250G,17075,2024-05-27,2024-05-28,2024-06-06,57.7,5,11.54
GO55504,SN-PC-POTA-EA,14161,2023-06-04,2023-06-11,2023-06-16,84.28,2,42.14
GO55505,MT-CH-CHIC-250G,14916,2021-03-15,2021-03-16,2021-03-20,232.06,2,116.03
GO55506,PN-CH-BAKE-2L,14273,2020-02-03,2020-02-04,2020-02-14,25.3,2,12.65
GO55507,HB-FO-HAND-1L,25818,2024-11-26,2024-12-02,2024-12-09,93.36,4,23.34
GO55508,BV-DR-SPAR-6PK,22969,2026-04-29,2026-05-06,2026-05-08,340.32,12,28.36
GO55509,PN-CH-SUGA-2L,22455,2020-01-16,2020-01-21,2020-01-24,12.87,3,4.29
GO55510,HB-GR-HAND-6PK,24263,2023-10-21,2023-10-26,2023-10-27,2.62,1,2.62
GO55511,MT-CH-CHIC-250G,19375,2020-01-25,2020-01-27,2020-02-05,119.43,1,119.43
GO55512,HH-GR-LAUN-EA,26035,2023-06-09,2023-06-12,2023-06-15,68.3,2,34.15
GO55513,PR-PC-SPIN-XL,17540,2024-01-24,2024-01-25,2024-02-01,15.65,1,15.65
GO55514,PR-GR-TOMA-1L,24032,2021-01-03,2021-01-09,2021-01-14,238.34,2,119.17
GO55515,DA-DR-SOUR-2L,16676,2023-06-22,2023-06-25,2023-07-03,408.0,10,40.8
GO55516,HB-GR-TOOT-XL,20274,2022-03-22,2022-03-25,2022-04-02,243.42,2,121.71
GO55517,HH-CH-TOIL-XL,21776,2020-07-18,2020-07-20,2020-07-31,67.66,2,33.83
GO55518,DA-CL-MOZZ-XL,29061,2023-07-28,2023-07-30,2023-08-06,27.59,1,27.59
GO55519,BK-CL-CHOC-XL,25157,2026-05-17,2026-05-18,2026-05-25,102.18,3,34.06
GO55520,BV-PC-GREE-6PK,27204,2022-01-06,2022-01-08,2022-01-14,1054.4,10,105.44
GO55521,BK-GR-BAGE-12PK,12728,2025-11-05,2025-11-09,2025-11-16,92.94,1,92.94
GO55522,PN-FO-OLIV-XL,18068,2023-03-09,2023-03-11,2023-03-20,380.55,5,76.11
GO55523,FR-CH-FISH-2L,24797,2026-05-26,2026-06-01,2026-06-06,200.73,3,66.91
GO55524,BK-PC-WHOL-XL,13681,2023-01-28,2023-02-02,2023-02-09,52.32,2,26.16
GO55525,PN-CH-SUGA-2L,20728,2026-04-22,2026-04-28,2026-04-27,21.78,6,3.63
GO55526,PN-PC-BASM-2L,23239,2026-03-09,2026-03-14,2026-03-16,455.16,6,75.86
GO55527,HH-CL-BINB-FAMILY,27836,2024-04-18,2024-04-21,2024-05-01,120.62,2,60.31
GO55528,BK-CL-CROI-2L,12968,2023-05-16,2023-05-18,2023-05-23,11.6,2,5.8
GO55529,FR-GR-FROZ-250G,18177,2022-12-26,2022-12-31,2023-01-01,8.22,2,4.11
GO55530,PR-GR-ORAN-12PK,17428,2020-10-25,2020-10-26,2020-11-05,94.1,1,94.1
GO55531,MT-PC-PORK-2L,19662,2022-02-04,2022-02-07,2022-02-09,174.32,4,43.58
GO55532,PR-DR-BANA-XL,14895,2021-12-15,2021-12-18,2021-12-28,32.96,1,32.96
GO55533,SN-DR-CHOC-EA,19797,2021-01-21,2021-01-28,2021-02-03,142.23,3,47.41
GO55534,HH-GR-DISH-12PK,22117,2020-12-26,2020-12-29,2021-01-01,45.03,3,15.01
GO55535,PN-CL-SPAG-1KG,17952,2023-08-22,2023-08-26,2023-09-02,222.68,4,55.67
GO55536,SN-FO-CHOC-XL,28630,2021-10-22,2021-10-23,2021-10-28,69.26,1,69.26
GO55537,HH-CL-DISH-1KG,17996,2025-07-05,2025-07-06,2025-07-18,318.48,3,106.16
GO55538,SN-CL-MIXE-250G,16717,2024-03-14,2024-03-17,2024-03-23,178.6,4,44.65
GO55539,FR-CL-FROZ-EA,15437,2021-10-23,2021-10-28,2021-11-05,51.56,1,51.56
GO55540,BK-FO-CHOC-12PK,28407,2021-07-05,2021-07-06,2021-07-10,75.82,1,75.82
GO55541,PN-CH-BAKE-2L,17338,2023-09-08,2023-09-13,2023-09-21,41.61,3,13.87
GO55542,PR-CH-ORAN-1L,20072,2021-01-17,2021-01-22,2021-01-28,27.68,2,13.84
GO55543,HH-DR-LAUN-2L,21783,2024-06-09,2024-06-12,2024-06-14,136.51,1,136.51
GO55544,PN-CH-TUNA-500G,25653,2026-01-17,2026-01-20,2026-01-29,372.7,10,37.27
GO55545,DA-DR-SOUR-2L,27258,2022-01-07,2022-01-12,2022-01-14,135.69,3,45.23
GO55546,PR-CH-BROC-12PK,23745,2025-09-10,2025-09-15,2025-09-15,89.3,2,44.65
GO55547,HB-DR-HAND-12PK,15385,2024-09-08,2024-09-13,2024-09-18,53.19,3,17.73
GO55548,PN-PC-TUNA-FAMILY,11997,2025-06-06,2025-06-12,2025-06-16,40.12,4,10.03
GO55549,PR-CH-ORAN-500G,12873,2024-06-14,2024-06-21,2024-06-25,195.88,2,97.94
GO55550,PR-FO-CARR-250G,11629,2021-03-06,2021-03-12,2021-03-17,449.4,6,74.9
GO55551,PN-CL-FLOU-6PK,13676,2022-05-07,2022-05-10,2022-05-20,41.61,1,41.61
GO55552,MT-PC-SAUS-250G,17817,2021-06-07,2021-06-12,2021-06-15,8.48,1,8.48
GO55553,HH-GR-DISH-1L,27987,2023-11-27,2023-12-04,2023-12-11,588.7,10,58.87
GO55554,BK-CH-CROI-1L,21131,2024-11-29,2024-12-03,2024-12-12,32.09,1,32.09
GO55555,FR-GR-FISH-XL,21444,2020-12-22,2020-12-28,2020-12-28,10.92,2,5.46
GO55556,HB-GR-TOOT-250G,12078,2024-03-16,2024-03-23,2024-03-27,68.84,1,68.84
GO55557,HH-GR-LAUN-EA,18320,2022-12-01,2022-12-08,2022-12-08,11.72,1,11.72
GO55558,PR-GR-APPL-500G,26575,2021-03-23,2021-03-24,2021-04-04,11.22,3,3.74
GO55559,FR-CL-FISH-1KG,12658,2020-09-28,2020-10-04,2020-10-10,264.84,12,22.07
GO55560,MT-DR-SAUS-250G,23951,2020-02-14,2020-02-15,2020-02-21,164.08,2,82.04
GO55561,PN-PC-TUNA-12PK,27472,2021-02-05,2021-02-12,2021-02-12,352.35,5,70.47
GO55562,SN-FO-MUES-XL,18864,2025-03-28,2025-03-29,2025-04-06,203.34,3,67.78
GO55563,FR-PC-FROZ-2L,13047,2020-05-13,2020-05-16,2020-05-23,8.65,1,8.65
GO55564,FR-GR-FROZ-250G,25265,2026-02-27,2026-03-05,2026-03-06,30.96,3,10.32
GO55565,BV-CL-SPAR-1L,29061,2023-06-27,2023-06-30,2023-07-09,70.23,3,23.41
GO55566,BK-GR-BAGE-12PK,29324,2024-12-05,2024-12-06,2024-12-12,194.84,2,97.42
GO55567,HH-CH-TOIL-2L,26223,2023-07-23,2023-07-29,2023-07-31,74.18,1,74.18
GO55568,MT-CH-SAUS-1KG,28438,2023-11-08,2023-11-09,2023-11-20,309.0,12,25.75
GO55569,HH-CH-SURF-EA,26470,2021-06-20,2021-06-24,2021-07-03,157.26,2,78.63
GO55570,BV-PC-COLA-1L,23689,2022-08-12,2022-08-19,2022-08-20,11.93,1,11.93
GO55571,SN-CL-POTA-12PK,27322,2022-01-27,2022-02-01,2022-02-10,94.9,2,47.45
GO55572,HH-CL-BINB-FAMILY,17002,2023-09-08,2023-09-11,2023-09-21,344.9,5,68.98
GO55573,MT-FO-SAUS-12PK,26425,2023-01-25,2023-01-27,2023-02-05,63.64,4,15.91
GO55574,SN-CL-CHOC-2L,20414,2023-06-20,2023-06-27,2023-07-02,815.6,10,81.56
GO55575,FR-GR-ICEC-1KG,18784,2022-04-02,2022-04-05,2022-04-11,102.32,2,51.16
GO55576,MT-GR-PRAW-XL,19142,2024-09-18,2024-09-20,2024-10-01,61.36,1,61.36
GO55577,SN-PC-COOK-1KG,26128,2025-08-18,2025-08-23,2025-08-23,463.35,5,92.67
GO55578,DA-CL-MOZZ-XL,17687,2025-01-10,2025-01-17,2025-01-16,21.21,1,21.21
GO55579,HB-CL-TOOT-XL,11500,2020-03-02,2020-03-04,2020-03-16,55.96,2,27.98
GO55580,BV-CL-SPRI-EA,22562,2026-02-18,2026-02-23,2026-02-25,504.6,6,84.1
GO55581,DA-GR-ALMO-250G,12661,2023-06-23,2023-06-28,2023-06-30,12.22,2,6.11
GO55582,DA-FO-CREA-EA,18178,2025-11-02,2025-11-04,2025-11-09,174.51,3,58.17
GO55583,DA-FO-CREA-12PK,16151,2021-04-20,2021-04-21,2021-05-01,117.15,3,39.05
GO55584,HH-CL-LAUN-6PK,16159,2022-05-08,2022-05-12,2022-05-14,202.7,2,101.35
GO55585,BK-PC-BAGE-1L,11254,2023-11-01,2023-11-05,2023-11-07,628.14,6,104.69
GO55586,DA-CH-GREE-2L,23205,2020-03-26,2020-03-28,2020-04-05,336.76,4,84.19
GO55587,PN-CL-BAKE-12PK,27784,2026-03-17,2026-03-19,2026-03-31,186.48,2,93.24
GO55588,PR-CH-ORAN-1L,11158,2022-02-08,2022-02-13,2022-02-18,92.79,3,30.93
GO55589,MT-CL-PORK-1KG,14941,2020-12-06,2020-12-11,2020-12-19,187.96,2,93.98
GO55590,SN-FO-CHOC-XL,28538,2021-06-21,2021-06-25,2021-06-26,76.8,1,76.8
GO55591,PR-GR-APPL-500G,20956,2020-11-08,2020-11-10,2020-11-14,7.96,2,3.98
GO55592,BV-PC-INST-1KG,22422,2020-01-05,2020-01-06,2020-01-16,153.68,4,38.42
GO55593,HH-CH-PAPE-500G,12122,2023-04-06,2023-04-13,2023-04-13,306.36,4,76.59
GO55594,PN-CL-BASM-XL,14074,2022-09-17,2022-09-21,2022-09-25,77.12,1,77.12
GO55595,HH-PC-BINB-1L,24361,2024-03-13,2024-03-15,2024-03-26,118.67,1,118.67
GO55596,BK-PC-WHIT-6PK,21141,2026-04-14,2026-04-20,2026-04-28,102.68,1,102.68
